0.360680,-0.978511,-0.438623,-0.802193,0.052218,-0.786629,-1.513383,-1.038243,-0.678535,0.030404,-0.771610,-0.708951,-0.694434,-0.708130,-0.541199,-0.646812,-0.694622
0.360680,1.297983,-1.180155,-0.802193,-0.871405,2.382407,1.039345,1.293765,1.355251,0.472155,-1.264994,-0.708951,-0.939271,0.690317,0.452999,-1.099712,0.125978
0.360680,0.539152,0.302910,0.772805,-0.871405,-0.786629,1.039345,-0.260907,0.338358,0.472155,1.201929,2.515681,-0.939271,-0.708130,-0.541199,0.258988,-0.694622
0.360680,0.539152,1.044443,1.560304,-0.871405,-0.152822,1.039345,-1.815578,0.338358,-0.853097,-1.018302,-0.386487,-0.939271,-0.241981,-0.541199,-0.646812,0.125978
0.360680,-0.219680,-0.438623,-0.014694,-0.871405,-0.786629,-0.662473,-0.260907,-0.678535,0.472155,-1.018302,-0.386487,-0.939271,-0.708130,-0.541199,-0.646812,-0.694622
0.360680,0.539152,1.044443,-0.802193,1.899465,-0.786629,-0.662473,0.516429,1.355251,0.472155,0.461852,-0.708951,0.529751,-0.708130,-0.541199,-0.193912,-0.694622
0.360680,-0.219680,2.527508,3.135302,0.975842,-0.786629,1.890255,2.071100,-0.678535,0.472155,1.201929,2.515681,1.509098,-0.708130,2.772792,2.070589,-0.694622
0.360680,0.539152,-0.438623,-0.802193,0.052218,-0.786629,-0.662473,-0.260907,0.338358,0.472155,1.201929,-0.708951,1.509098,-0.708130,-0.541199,0.258988,-0.694622
0.360680,0.539152,0.302910,0.772805,0.052218,-0.786629,1.039345,-0.260907,-0.678535,0.472155,-0.278225,-0.386487,-0.204760,-0.708130,-0.541199,-0.646812,-0.694622
0.360680,-0.978511,1.044443,1.560304,-0.871405,-0.786629,1.890255,0.516429,-0.678535,-1.294848,-0.771610,-0.064024,-0.939271,-0.708130,-0.541199,-0.646812,-0.694622
0.360680,0.539152,0.302910,-0.802193,0.975842,-0.786629,-0.662473,0.516429,1.355251,0.472155,1.201929,-0.708951,1.509098,-0.708130,-0.541199,0.258988,-0.694622
0.360680,-0.219680,1.044443,1.560304,-0.871405,-0.786629,-0.662473,-0.260907,-0.678535,0.030404,-0.524917,0.258439,-0.939271,-0.708130,-0.541199,-0.193912,-0.694622
0.360680,0.539152,1.785975,1.560304,0.975842,-0.786629,-0.662473,-0.260907,-0.678535,0.472155,1.201929,0.258439,1.509098,-0.708130,0.452999,1.164788,-0.694622
0.360680,-0.219680,1.044443,-0.014694,1.899465,-0.786629,1.039345,0.516429,-0.678535,0.472155,0.708545,-0.064024,1.019424,-0.708130,-0.209800,1.164788,-0.694622
0.360680,0.539152,-1.180155,-0.802193,-0.871405,-0.152822,-0.662473,-0.260907,0.338358,0.472155,-1.264994,-0.708951,-0.939271,-0.241981,-0.541199,-1.099712,0.125978
0.360680,2.056815,1.044443,-0.802193,1.899465,1.114792,1.039345,0.516429,1.355251,0.472155,-0.031533,-0.708951,0.284914,0.224168,-0.541199,0.258988,0.125978
-2.628285,0.539152,-1.180155,-0.802193,-0.871405,1.114792,-0.662473,-1.038243,-0.678535,0.030404,-1.264994,-0.708951,-0.939271,0.690317,-0.541199,-1.099712,0.125978
0.360680,-0.978511,0.302910,-0.802193,0.975842,-0.786629,-0.662473,-1.038243,-0.678535,-1.736599,-0.031533,-0.708951,0.040077,-0.708130,0.452999,-0.193912,-0.694622
0.360680,0.539152,0.302910,-0.014694,0.052218,-0.786629,1.890255,0.516429,0.338358,0.472155,0.461852,-0.386487,0.529751,-0.708130,-0.541199,-0.193912,-0.694622
0.360680,1.297983,-0.438623,-0.802193,0.052218,-0.786629,0.188436,0.516429,4.405931,0.472155,1.201929,-0.708951,1.509098,-0.708130,-0.541199,0.258988,-0.694622
